datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),mean_sea_level_pressure (Pa),total_precipitation (mm of water equivalent)
2022-08-22 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.00,21.45,1.75,101446.09,0.60
2022-08-22 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.06,21.43,1.81,101393.18,0.49
2022-08-22 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.04,21.58,1.62,101403.34,0.32
2022-08-22 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.36,21.74,2.07,101457.81,0.31
2022-08-22 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.61,21.80,2.24,101411.41,0.55
2022-08-22 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.33,21.74,2.53,101397.73,1.23
2022-08-22 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.99,21.95,2.68,101371.20,0.96
2022-08-22 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.02,21.72,2.05,101343.09,0.68
2022-08-22 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.10,21.62,2.11,101277.73,0.79
2022-08-22 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.55,21.94,1.99,101231.58,0.99
2022-08-22 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.21,21.44,2.15,101154.62,2.26
2022-08-22 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.91,21.41,1.99,101102.27,0.11
2022-08-22 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.17,21.21,2.09,101031.36,0.12
2022-08-22 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.40,21.88,0.63,101005.77,0.32
2022-08-22 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.68,21.65,0.97,100989.90,0.29
2022-08-23 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.25,21.43,1.24,101030.58,0.15
2022-08-23 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.43,21.37,1.46,101055.01,0.09
2022-08-23 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.27,21.67,1.22,101095.91,0.00
2022-08-23 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.11,21.72,1.55,101055.08,0.00
2022-08-23 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.28,21.62,1.48,101018.41,0.06
2022-08-23 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.90,21.08,1.07,100996.83,0.56
2022-08-23 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.66,21.32,0.90,100931.44,0.58
2022-08-23 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.61,21.17,0.26,100923.85,2.03
2022-08-23 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.44,21.16,1.03,100942.89,2.12
2022-08-23 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.61,20.80,2.01,100952.30,2.50
2022-08-23 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,21.71,20.98,0.73,100929.48,1.17
2022-08-23 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,21.65,20.50,1.17,100925.01,0.13
2022-08-23 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.26,20.65,1.17,100996.02,0.00
2022-08-23 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.42,20.97,0.64,100990.85,0.00
2022-08-23 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.96,21.16,0.71,100998.53,0.01
2022-08-23 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.80,20.80,0.88,100998.15,0.15
2022-08-23 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.79,20.50,1.61,100976.34,0.17
2022-08-23 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.68,20.16,2.06,100938.88,0.04
2022-08-23 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.52,19.65,2.44,100890.15,0.05
2022-08-23 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.59,19.42,2.85,100869.62,0.01
2022-08-23 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.55,19.17,3.16,100849.94,0.00
2022-08-23 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.38,19.12,3.22,100809.72,0.01
2022-08-23 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.47,18.31,2.56,100857.02,0.00
2022-08-23 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.82,18.55,2.51,100927.17,0.09
2022-08-24 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.47,19.06,2.86,100995.60,0.01
2022-08-24 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.70,19.37,3.23,101110.59,0.00
2022-08-24 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.03,19.60,2.86,101159.83,0.00
2022-08-24 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.99,19.51,3.02,101183.17,0.00
2022-08-24 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.56,19.45,2.81,101212.41,0.00
2022-08-24 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.01,19.22,2.81,101234.00,0.00
2022-08-24 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.83,19.18,3.00,101211.45,0.00
2022-08-24 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.55,19.30,2.96,101209.98,0.00
2022-08-24 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.16,19.26,2.66,101263.78,0.00
2022-08-24 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.00,19.21,2.35,101308.07,0.00
2022-08-24 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,21.84,19.04,2.10,101343.36,0.00
2022-08-24 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,21.79,18.99,2.46,101409.21,0.00
2022-08-24 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.04,19.13,2.10,101456.58,0.00
2022-08-24 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.32,18.97,2.47,101486.95,0.00
2022-08-24 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.63,18.79,2.47,101524.05,0.00
2022-08-24 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.08,18.17,2.67,101504.04,0.00
2022-08-24 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.78,17.58,3.06,101483.04,0.00
2022-08-24 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.87,17.15,2.80,101467.70,0.00
2022-08-24 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.21,16.94,2.58,101396.55,0.00
2022-08-24 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.48,16.65,2.61,101365.88,0.00
2022-08-24 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.76,17.30,2.57,101346.07,0.00
2022-08-24 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.25,18.05,2.35,101324.64,0.00
2022-08-24 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.94,14.05,1.90,101348.49,0.00
2022-08-24 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.24,13.36,1.32,101378.71,0.00
2022-08-25 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.17,19.01,1.44,101435.77,0.00
2022-08-25 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.22,19.08,1.53,101463.05,0.00
2022-08-25 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.24,19.71,1.74,101495.72,0.00
2022-08-25 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.32,20.23,2.10,101554.90,0.00
2022-08-25 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.03,20.27,2.30,101606.64,0.00
2022-08-25 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.86,19.96,2.42,101625.03,0.00
2022-08-25 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.57,19.81,2.43,101623.92,0.00
2022-08-25 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.29,19.84,2.47,101624.33,0.00
2022-08-25 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.69,19.61,2.59,101608.34,0.00
2022-08-25 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.77,19.34,2.22,101604.28,0.00
2022-08-25 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.70,18.98,1.67,101635.65,0.00
2022-08-25 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.47,18.92,1.96,101711.05,0.00
2022-08-25 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.80,19.22,1.52,101725.06,0.00
2022-08-25 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.11,18.42,1.67,101748.91,0.00
2022-08-25 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.76,17.75,1.81,101754.18,0.00
2022-08-25 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.87,16.61,1.60,101751.20,0.00
2022-08-25 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.38,16.39,1.43,101723.65,0.00
2022-08-25 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.91,16.56,0.81,101683.27,0.00
2022-08-25 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.68,15.57,0.35,101638.16,0.00
2022-08-25 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.70,15.79,0.87,101573.00,0.00
2022-08-25 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.76,15.88,1.72,101566.75,0.00
2022-08-25 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,31.28,15.62,3.18,101524.97,0.00
2022-08-25 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.41,17.29,3.74,101543.68,0.00
2022-08-25 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.41,17.92,3.63,101540.18,0.00
2022-08-26 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.32,18.73,3.60,101591.80,0.00
2022-08-26 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.87,18.63,3.22,101631.46,0.00
2022-08-26 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.54,18.83,3.09,101636.13,0.00
2022-08-26 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.80,19.34,3.05,101620.27,0.00
2022-08-26 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.37,19.39,2.86,101620.54,0.00
2022-08-26 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.93,19.39,2.90,101617.85,0.00
2022-08-26 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.79,19.46,2.77,101573.24,0.00
2022-08-26 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.49,19.56,2.44,101535.96,0.00
2022-08-26 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.19,19.65,2.14,101502.41,0.00
2022-08-26 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.82,19.84,2.07,101495.03,0.00
2022-08-26 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.01,19.72,1.52,101447.37,0.00
2022-08-26 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.93,19.99,1.69,101478.62,0.00
2022-08-26 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.11,20.66,1.24,101436.29,0.00
2022-08-26 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.12,20.96,1.23,101425.95,0.00
2022-08-26 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.34,21.48,1.98,101421.84,0.00
2022-08-26 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.34,21.43,2.95,101396.82,0.12
2022-08-26 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.01,21.34,3.35,101349.45,0.16
2022-08-26 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.92,20.48,3.94,101263.55,0.13
2022-08-26 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.03,20.26,4.34,101183.38,0.09
2022-08-26 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.47,20.79,4.10,101103.02,0.90
2022-08-26 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.98,21.10,4.52,101106.45,0.66
2022-08-26 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.35,21.02,4.44,101099.03,1.99
2022-08-26 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.72,21.31,1.54,100998.16,0.74
2022-08-26 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.45,20.80,1.91,101113.05,0.08
2022-08-27 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.63,20.79,2.44,101198.08,0.08
2022-08-27 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.76,21.02,2.45,101263.07,0.00
2022-08-27 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.45,20.60,2.22,101302.11,0.00
2022-08-27 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.58,20.67,2.11,101311.47,0.00
2022-08-27 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.34,20.58,1.96,101329.88,0.00
2022-08-27 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.72,20.47,1.67,101335.66,0.00
2022-08-27 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.69,20.88,1.76,101310.84,0.00
2022-08-27 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.38,20.82,1.70,101320.59,0.00
2022-08-27 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.14,20.41,1.60,101318.01,0.00
2022-08-27 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.70,20.19,1.54,101336.96,0.00
2022-08-27 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.45,19.74,2.21,101393.91,0.00
2022-08-27 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.50,19.64,2.58,101462.57,0.00
2022-08-27 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.69,20.14,2.76,101518.41,0.00
2022-08-27 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.46,20.54,2.77,101579.28,0.00
2022-08-27 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.49,20.24,2.72,101609.59,0.00
2022-08-27 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.46,19.67,2.24,101636.24,0.00
2022-08-27 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.11,19.10,1.67,101623.09,0.01
2022-08-27 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.74,18.81,1.40,101601.38,0.02
2022-08-27 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.85,18.83,1.23,101564.29,0.00
2022-08-27 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.19,19.02,1.20,101518.59,0.00
2022-08-27 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.51,18.90,1.46,101529.09,0.00
2022-08-27 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.61,18.78,2.49,101533.72,0.01
2022-08-27 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.49,18.86,2.23,101580.62,0.01
2022-08-27 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.42,19.37,2.21,101633.81,0.01
2022-08-28 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.34,20.51,1.15,101647.93,0.01
2022-08-28 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.82,20.86,0.88,101700.77,0.00
2022-08-28 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.42,21.13,1.01,101775.69,0.00
2022-08-28 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.84,21.51,1.72,101831.55,0.00
2022-08-28 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.45,21.48,1.92,101863.50,0.00
2022-08-28 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.75,21.05,2.22,101900.69,0.22
2022-08-28 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.68,20.91,2.33,101860.86,0.11
2022-08-28 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.31,20.57,3.02,101888.70,0.00
2022-08-28 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.07,20.24,3.21,101904.41,0.00
2022-08-28 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.62,20.15,2.31,101964.40,0.00
2022-08-28 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.72,20.53,2.95,102022.94,0.04
2022-08-28 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.89,20.55,3.06,102084.67,0.02
2022-08-28 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.22,20.44,3.62,102142.98,0.02
2022-08-28 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.64,20.77,3.59,102185.57,0.04
2022-08-28 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.04,21.03,3.34,102196.30,0.11
2022-08-28 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.07,20.34,3.05,102204.22,0.51
2022-08-28 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.08,20.64,2.79,102176.27,0.36
2022-08-28 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.81,21.07,2.73,102163.80,0.14
2022-08-28 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.45,21.21,2.81,102133.73,0.63
2022-08-28 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.34,21.42,2.92,102086.92,0.02
2022-08-28 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.56,21.38,3.03,102029.18,0.16
2022-08-28 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.53,21.02,3.49,102017.70,0.14
2022-08-28 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.59,21.19,3.40,101989.92,0.25
2022-08-28 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.31,20.89,3.15,101981.87,0.21
2022-08-29 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.14,21.04,3.14,101997.23,0.05
2022-08-29 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.93,21.14,3.14,102024.52,0.05
2022-08-29 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.82,21.22,3.08,102046.56,0.00
2022-08-29 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.72,21.33,2.72,102048.09,0.00
2022-08-29 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.45,21.25,2.27,102068.57,0.01
2022-08-29 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.31,21.25,1.78,102081.91,0.01
2022-08-29 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.39,21.32,1.86,102069.15,0.02
2022-08-29 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.51,21.42,1.47,102056.86,0.02
2022-08-29 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.51,21.52,1.12,102019.55,0.05
2022-08-29 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.17,21.47,1.07,102004.84,0.00
2022-08-29 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.28,21.82,0.89,102008.33,0.00
2022-08-29 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.93,21.74,0.94,102005.41,0.00
2022-08-29 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.66,22.10,0.80,102064.38,0.03
2022-08-29 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.48,21.98,1.38,102076.97,0.07
2022-08-29 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.62,21.98,1.66,102076.10,0.05
2022-08-29 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.40,22.01,2.15,102059.91,0.04
2022-08-29 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.64,21.94,2.59,101992.04,0.03
2022-08-29 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.16,21.89,2.89,101909.83,0.07
2022-08-29 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.95,21.87,3.19,101862.03,0.00
2022-08-29 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.47,21.80,3.62,101753.68,0.05
2022-08-29 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.45,21.83,3.91,101740.77,0.03
2022-08-29 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.79,22.14,4.59,101682.11,0.00
2022-08-29 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.01,22.10,4.34,101675.47,0.00
2022-08-29 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.17,21.99,4.52,101660.84,0.00
2022-08-30 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.36,22.21,4.62,101654.21,0.00
2022-08-30 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.91,22.14,4.32,101660.02,0.00
2022-08-30 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.63,22.01,3.89,101670.62,0.00
2022-08-30 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.07,22.04,3.64,101659.08,0.00
2022-08-30 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.83,21.98,3.24,101631.86,0.00
2022-08-30 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.32,21.95,3.01,101619.74,0.00
2022-08-30 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.10,21.94,2.82,101590.49,0.00
2022-08-30 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.77,21.87,2.94,101522.38,0.00
2022-08-30 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.66,21.96,2.99,101497.14,0.00
2022-08-30 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.65,22.17,2.91,101452.00,0.00
2022-08-30 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.91,22.25,1.43,101485.53,0.00
2022-08-30 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.96,22.26,2.14,101464.85,0.00
2022-08-30 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.62,22.34,2.77,101401.70,0.00
2022-08-30 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.10,22.36,3.07,101374.59,0.00
2022-08-30 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.18,22.25,3.18,101354.32,0.00
2022-08-30 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.02,22.03,3.13,101311.28,0.01
2022-08-30 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.96,21.84,3.25,101244.79,0.03
2022-08-30 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.75,21.82,3.85,101111.77,0.03
2022-08-30 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.97,21.44,4.79,101018.99,0.02
2022-08-30 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.33,21.69,5.27,100940.80,0.08
2022-08-30 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,30.07,21.34,5.54,100855.82,0.01
2022-08-30 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.26,21.42,5.74,100795.72,0.01
2022-08-30 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.26,21.09,5.52,100756.96,0.00
2022-08-30 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.55,21.31,4.90,100732.73,0.02
2022-08-31 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.62,21.49,3.78,100742.37,0.20
2022-08-31 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.59,21.57,3.53,100802.23,0.33
2022-08-31 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.90,21.50,2.69,100812.87,0.45
2022-08-31 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.97,21.58,2.46,100815.30,0.92
2022-08-31 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.55,21.82,2.91,100820.01,1.39
2022-08-31 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.29,21.87,2.81,100802.12,1.19
2022-08-31 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.32,21.87,2.34,100787.56,0.19
2022-08-31 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.04,21.65,1.82,100778.24,0.03
2022-08-31 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.70,21.14,2.30,100800.93,0.00
2022-08-31 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.05,20.40,2.38,100821.79,0.00
2022-08-31 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,21.13,19.04,2.10,100793.52,0.00
2022-08-31 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,21.28,19.22,2.54,100861.12,0.00
2022-08-31 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.67,19.40,2.81,100926.04,0.00
