datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),mean_sea_level_pressure (Pa),total_precipitation (mm of water equivalent)
2022-08-31 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.23,19.43,3.66,100946.52,0.00
2022-08-31 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.32,19.35,3.56,100965.84,0.00
2022-08-31 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.37,18.25,3.37,100938.55,0.02
2022-08-31 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.08,17.46,3.88,100914.78,0.01
2022-08-31 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.58,16.01,4.47,100872.96,0.00
2022-08-31 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.21,15.90,4.65,100848.12,0.00
2022-08-31 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.58,15.18,4.84,100839.79,0.00
2022-08-31 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.97,13.68,4.78,100873.67,0.00
2022-08-31 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.78,12.53,4.46,100839.80,0.00
2022-08-31 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.80,12.53,4.22,100886.73,0.00
2022-08-31 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.20,12.55,3.19,100956.58,0.00
2022-09-01 00:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,25.66,13.50,1.99,101000.00,0.00
2022-09-01 01:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.48,14.63,2.15,101034.76,0.00
2022-09-01 02:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.92,14.95,2.82,101075.89,0.00
2022-09-01 03:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.80,15.11,3.16,101095.91,0.00
2022-09-01 04:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.57,14.44,3.25,101101.06,0.00
2022-09-01 05:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,22.37,14.14,3.60,101117.99,0.00
2022-09-01 06:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,21.93,14.31,4.03,101115.80,0.00
2022-09-01 07:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,21.68,14.68,3.91,101141.34,0.00
2022-09-01 08:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,21.18,14.99,3.78,101131.73,0.00
2022-09-01 09:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,20.91,15.16,3.74,101176.11,0.00
2022-09-01 10:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,20.23,14.97,3.74,101220.85,0.00
2022-09-01 11:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,20.28,15.20,3.31,101302.71,0.00
2022-09-01 12:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,21.61,15.08,2.48,101323.85,0.00
2022-09-01 13:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,23.06,15.14,2.75,101348.04,0.00
2022-09-01 14:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,24.85,15.12,3.45,101357.62,0.00
2022-09-01 15:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,26.67,14.01,3.97,101370.38,0.00
2022-09-01 16:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.27,13.76,4.11,101364.16,0.00
2022-09-01 17:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.88,13.38,4.02,101350.52,0.00
2022-09-01 18:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.54,12.82,4.04,101325.70,0.00
2022-09-01 19:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.87,12.21,4.18,101307.96,0.00
2022-09-01 20:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.37,11.58,4.28,101299.41,0.00
2022-09-01 21:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,29.42,11.24,4.24,101292.73,0.00
2022-09-01 22:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,28.32,10.80,3.77,101369.24,0.00
2022-09-01 23:00:00,"(40.76872225, -73.9826608125)",era5,23.61,-5.00,27.45,11.06,3.15,101400.52,0.00
